ImageNumber,Intensity_LowerQuartileIntensity_MIRO160mer,Intensity_LowerQuartileIntensity_Subtract_perinucleus_Miro160mer,Intensity_MADIntensity_MIRO160mer,Intensity_MADIntensity_Subtract_perinucleus_Miro160mer,Intensity_MaxIntensity_MIRO160mer,Intensity_MaxIntensity_Subtract_perinucleus_Miro160mer,Intensity_MeanIntensity_MIRO160mer,Intensity_MeanIntensity_Subtract_perinucleus_Miro160mer,Intensity_MedianIntensity_MIRO160mer,Intensity_MedianIntensity_Subtract_perinucleus_Miro160mer,Intensity_MinIntensity_MIRO160mer,Intensity_MinIntensity_Subtract_perinucleus_Miro160mer,Intensity_PercentMaximal_MIRO160mer,Intensity_PercentMaximal_Subtract_perinucleus_Miro160mer,Intensity_StdIntensity_MIRO160mer,Intensity_StdIntensity_Subtract_perinucleus_Miro160mer,Intensity_TotalArea_MIRO160mer,Intensity_TotalArea_Subtract_perinucleus_Miro160mer,Intensity_TotalIntensity_MIRO160mer,Intensity_TotalIntensity_Subtract_perinucleus_Miro160mer,Intensity_UpperQuartileIntensity_MIRO160mer,Intensity_UpperQuartileIntensity_Subtract_perinucleus_Miro160mer
109,0.0018463416490703821,0.0018310826271772385,0.00010681315,7.629511e-05,0.13206683,0.07472343,0.0020929448049842874,0.0019761423063114404,0.0019378958,0.0019073777,0.0015106432,0.0015411612,1.8903648857917152e-05,2.7699917925143187e-05,0.0010713186,0.00040567602,5289984,3610119,11071.645,7134.109,0.002075226977467537,0.0020141908898949623
110,0.0018310826271772385,0.0018158236052840948,9.155413e-05,7.629511e-05,0.0914168,0.06659037,0.0020209497783334504,0.001940307124918283,0.0019073777,0.0018921187,0.0014953841,0.0014953841,1.8903648857917152e-05,2.2873904854620322e-05,0.0007537195,0.0003826359,5289984,4371794,10690.792,8482.623,0.0020141908898949623,0.001983672846108675
111,0.0018310826271772385,0.0018310826271772385,9.155413e-05,7.629511e-05,0.13939117,0.12741283,0.0021073204392017065,0.001974769871984393,0.0019226368,0.0018921187,0.0014801251,0.0014801251,1.8903648857917152e-05,2.407598187271173e-05,0.0011050571,0.00068608084,5289984,4153517,11147.691,8202.24,0.0020447089336812496,0.001983672846108675
112,0.0018463416490703821,0.0018310826271772385,9.155413e-05,7.629511e-05,0.14621195,0.14621195,0.0021071199571444828,0.0019742801792600284,0.0019226368,0.0018921187,0.0014953841,0.0014953841,1.8903648857917152e-05,2.556456791789888e-05,0.0011059246,0.0005181447,5289984,3911664,11146.631,7722.7207,0.0020599679555743933,0.0019989318680018187
113,0.0018463416490703821,0.0018310826271772385,0.00010681315,9.155413e-05,0.12257572,0.098054476,0.0020976179198982452,0.0019717250583740987,0.0019378958,0.0019073777,0.0015106432,0.0015106432,1.8903648857917152e-05,2.6290198041432826e-05,0.001001102,0.00049420435,5289984,3803699,11096.365,7499.8486,0.002075226977467537,0.0019989318680018187
114,0.0018616006709635258,0.0018463416490703821,0.00012207218,9.155413e-05,0.12928969,0.123002976,0.002172927915519215,0.0020343964298675074,0.0019684138,0.0019226368,0.0015106432,0.0015106432,1.8903648857917152e-05,3.1318411154365315e-05,0.0011141967,0.00065786636,5289984,3193010,11494.754,6495.848,0.002151522086933255,0.0020599679555743933
115,0.0018616006709635258,0.0018463416490703821,0.00012207218,9.155413e-05,0.11857786,0.058319982,0.00215549631447373,0.002020797494181906,0.0019531548,0.0019226368,0.0014953841,0.0014953841,1.8903648857917152e-05,2.956536547522186e-05,0.0010892899,0.0005978985,5289984,3382336,11402.541,6835.016,0.0021362630650401115,0.0020447089336812496
116,0.0018463416490703821,0.0018310826271772385,9.155413e-05,7.629511e-05,0.16073854,0.08810559,0.0021054586882375257,0.0019713713525454815,0.0019226368,0.0019073777,0.0015106432,0.0015106432,1.8903648857917152e-05,2.6073674818514188e-05,0.0010516043,0.0005133267,5289984,3835286,11137.843,7560.773,0.0020599679555743933,0.0019989318680018187
117,0.0018616006709635258,0.0018463416490703821,0.00010681315,9.155413e-05,0.14042878,0.14042878,0.0021312509079658842,0.0020094545247810063,0.0019531548,0.0019226368,0.0015106432,0.0015106432,1.8903648857917152e-05,3.006190648402255e-05,0.001030396,0.00056317705,5289984,3326469,11274.283,6684.388,0.002121004043146968,0.002029449911788106
118,0.0018616006709635258,0.0018463416490703821,0.00010681315,9.155413e-05,0.14357214,0.06715496,0.0021585389896736926,0.0020404577333418754,0.0019378958,0.0019226368,0.0015106432,0.0015106432,1.8903648857917152e-05,2.355370810737476e-05,0.0010674725,0.00063128717,5289984,4245616,11418.637,8663.0,0.0020904859993606806,0.002029449911788106
